ticket_id,device_brand,device_model,issue_category,intake_date,finish_date,repair_status,technician_name,parts_cost,labor_cost,payment_method,warranty_provided
453,Micromax,Micromax X560,Software Issue,2025-06-12,,Diagnosing,Abran Scrimshire,0.0,2856,,False
454,Samsung,Samsung E1125,Hardware Failure,2025-10-19,2025-11-01,Unrepairable,Osbourne O'Connolly,0.0,474,,True
455,Samsung,Samsung E2210B,Environmental Damage,2025-07-18,,Repairing,Tedda Bewlie,18260.0,1455,,True
456,Sony,Sony Ericsson Jalou D&G edition,Troubleshooting,2025-05-20,,Diagnosing,Katha Buttner,11016.0,511,,True
457,Gionee,Gionee S6s,Environmental Damage,2025-10-07,2025-10-11,Unrepairable,Juliana Cleminson,0.0,745,,False
458,QMobile,QMobile Noir Z9,Software Issue,2026-04-07,2026-04-19,Ready for Pickup,Abran Scrimshire,0.0,2847,,True
459,LG,LG G350,Environmental Damage,2025-05-05,2025-05-09,Unrepairable,Selene Clace,0.0,350,,True
460,XOLO,XOLO Q500s IPS,Environmental Damage,2026-02-21,,Received,Jessi Trinder,8199.0,1247,,False
461,Samsung,Samsung i770 Saga,Diagnostic,2025-09-09,,Received,,9387.0,2569,,False
462,XOLO,XOLO Q700 Club,Hardware Failure,2025-08-25,,Diagnosing,Abran Scrimshire,16742.0,2380,,True
463,Philips,Philips 892,Diagnostic,2025-06-11,,Received,Calhoun Taye,3218.0,2210,,True
464,Motorola,Motorola Motosmart Me XT303,Environmental Damage,2026-01-21,,Waiting on Parts,Osbourne O'Connolly,,1601,,True
465,LG,LG G3100,Diagnostic,2025-09-09,2025-09-17,Ready for Pickup,Opalina Jeannesson,16467.0,1717,Maya,False
466,Eten,Eten glofiish M750,Hardware Failure,2025-06-15,2025-06-23,Completed,Abran Scrimshire,1554.0,2683,Maya,True
467,Lenovo,Lenovo K12 (China),Maintenance,2025-09-08,2025-09-13,Unrepairable,Abran Scrimshire,0.0,663,,False
468,Sagem,Sagem my421x,Maintenance,2025-09-23,2025-10-05,Unrepairable,Tessa Lumbley,0.0,354,,False
469,ZTE,ZTE Blade X1 5G,Troubleshooting,2025-11-14,2025-11-28,Ready for Pickup,Tedda Bewlie,17435.0,2286,GCash,False
470,Amoi,Amoi 2561,Environmental Damage,2026-01-24,,Received,,14250.0,2053,,False
471,Celkon,Celkon C99,Environmental Damage,2025-08-17,,Received,,18701.0,2907,,True
472,O2,O2 XDA Nova,Hardware Failure,2026-01-17,2026-01-18,Completed,Abran Scrimshire,6666.0,813,Maya,True
473,Micromax,Micromax A60,Software Issue,2025-11-16,,Repairing,Katha Buttner,0.0,1067,,False
474,Lava,Lava X38,Maintenance,2025-11-23,,Received,,11531.0,568,,True
475,Samsung,Samsung E1210,Diagnostic,2025-11-25,2025-12-02,Unrepairable,Opalina Jeannesson,0.0,543,,True
476,Philips,Philips Xenium X513,Diagnostic,2025-09-23,,Diagnosing,Chrissy Rudsdell,17527.0,2155,,True
477,Samsung,Samsung Guru E1081T,Hardware Failure,2025-11-12,,Diagnosing,Roseanne Piddlesden,4963.0,2829,,False
478,Prestigio,Prestigio MultiPad 4 Quantum 9.7 Colombia,Maintenance,2026-03-20,,Waiting on Parts,Opalina Jeannesson,8770.0,2302,,True
479,Mitsubishi,Mitsubishi Trium Galaxy,Maintenance,2025-09-19,,Diagnosing,Selene Clace,16593.0,1234,,True
480,Celkon,Celkon C7 Jumbo,Hardware Failure,2026-03-14,,Diagnosing,Idalia Coomer,6329.0,1312,,False
481,Tecno,Tecno Camon 11,Maintenance,2025-10-01,2025-10-12,Unrepairable,Tessa Lumbley,0.0,619,,False
482,LG,LG K10,Software Issue,2025-11-07,,Waiting on Parts,Chrissy Rudsdell,0.0,2606,,False
483,vivo,vivo Y53i,Software Issue,2025-07-28,2025-08-07,Completed,Walsh Bartolomeotti,0.0,1238,GCash,False
484,Nokia,Nokia 103,Software Issue,2026-04-14,,Repairing,Tedda Bewlie,0.0,1085,,True
485,Maxon,Maxon MX-6814,Software Issue,2026-03-10,,Diagnosing,Jessi Trinder,0.0,863,,False
486,LG,LG GS190,Software Issue,2025-07-07,2025-07-14,Unrepairable,Osbourne O'Connolly,0.0,430,,True
487,Samsung,Samsung Galaxy S6 edge+,Maintenance,2025-08-12,2025-08-20,Unrepairable,Roseanne Piddlesden,0.0,784,,True
488,Samsung,Samsung Galaxy A51 5G UW,Software Issue,2025-05-24,2025-05-30,Completed,Tessa Lumbley,0.0,2711,,True
489,QMobile,QMobile Noir A950,Diagnostic,2025-05-27,,Diagnosing,Katha Buttner,6944.0,2849,,False
490,Ulefone,Ulefone Armor 6S,Maintenance,2026-01-25,,Repairing,Tedda Bewlie,7786.0,1125,,True
491,Philips,Philips Xenium 9@9g,Troubleshooting,2025-12-25,,Diagnosing,Selene Clace,9977.0,1581,,False
492,HTC,HTC One XL,Troubleshooting,2025-06-19,2025-06-30,Ready for Pickup,Calhoun Taye,,1803,GCash,False
493,Allview,Allview Allwatch V,Hardware Failure,2025-05-07,2025-05-15,Completed,Rollin Wherry,3307.0,1512,,True
494,Nokia,Nokia E72,Maintenance,2026-02-28,,Waiting on Parts,Selene Clace,13549.0,2425,,False
495,Amazon,Amazon Fire 7 (2017),Hardware Failure,2026-04-13,,Diagnosing,Idalia Coomer,14524.0,2322,,False
496,Philips,Philips X526,Diagnostic,2025-06-21,2025-06-30,Ready for Pickup,Jessi Trinder,655.0,1843,Debit Card,False
497,Motorola,Motorola DROID 2 Global,Hardware Failure,2025-08-01,,Diagnosing,Osbourne O'Connolly,6853.0,1151,,True
498,BlackBerry,BlackBerry Curve 3G 9300,Diagnostic,2025-06-03,,Diagnosing,Randal O'Conor,13069.0,1303,,False
499,Xiaomi,Xiaomi Redmi 2A,Diagnostic,2025-11-21,2025-12-05,Ready for Pickup,Randal O'Conor,6724.0,2517,Credit Card,False
500,Infinix,Infinix Note 7 Lite,Diagnostic,2026-04-23,2026-05-04,Unrepairable,Juliana Cleminson,0.0,606,,True
501,Huawei,Huawei Ascend Y221,Environmental Damage,2026-03-04,,Diagnosing,Walsh Bartolomeotti,12181.0,1812,,False
502,LG,LG KS10,Troubleshooting,2026-03-26,2026-04-02,Unrepairable,Roseanne Piddlesden,0.0,434,,True
503,Apple,Apple iPad 2 Wi-Fi + 3G,Diagnostic,2025-09-02,,Waiting on Parts,Opalina Jeannesson,13596.0,699,,False
504,Spice,Spice QT-65,Hardware Failure,2026-02-19,2026-03-02,Completed,Rollin Wherry,11519.0,2518,Debit Card,True
505,Samsung,Samsung V100,Software Issue,2025-12-20,2025-12-26,Completed,Roseanne Piddlesden,0.0,2434,Maya,False
506,Tecno,Tecno Pop 1 Lite,Environmental Damage,2025-12-09,2025-12-23,Ready for Pickup,Abran Scrimshire,14641.0,848,Maya,True
507,vivo,vivo V1 Max,Environmental Damage,2025-07-14,,Repairing,Dylan Cornwell,13134.0,2071,,False
508,Celkon,Celkon A359,Hardware Failure,2025-10-12,,Repairing,Selene Clace,3327.0,2355,,True
509,ZTE,ZTE Axon Lux,Software Issue,2026-03-30,2026-04-11,Completed,Idalia Coomer,0.0,543,Maya,True
510,Apple,Apple iPad Pro 10.5 (2017),Diagnostic,2025-12-02,,Diagnosing,Calhoun Taye,5484.0,710,,False
511,BLU,BLU Dash G,Software Issue,2026-04-12,,Received,,0.0,2983,,True
512,Motorola,Motorola T725,Diagnostic,2025-05-02,2025-05-05,Completed,Rollin Wherry,14663.0,2699,GCash,False
513,Energizer,Energizer Energy E220,Hardware Failure,2025-05-05,2025-05-16,Ready for Pickup,Opalina Jeannesson,10049.0,2097,Maya,True
514,BlackBerry,BlackBerry KEY2,Hardware Failure,2025-10-02,,Received,,3320.0,1088,,False
515,Samsung,Samsung S400i,Environmental Damage,2025-10-08,2025-10-16,Completed,Tessy Blei,16094.0,2053,GCash,False
516,Lava,Lava A59,Diagnostic,2025-11-08,,Diagnosing,Jessi Trinder,4268.0,1940,,True
517,LG,LG Velvet 5G,Hardware Failure,2025-12-01,2025-12-05,Unrepairable,Jessi Trinder,0.0,320,,True
518,Nokia,Nokia C5 Endi,Hardware Failure,2025-05-15,,Diagnosing,Dylan Cornwell,10109.0,730,,False
519,Emporia,Emporia Glam,Software Issue,2025-12-05,,Received,,0.0,981,,True
520,Samsung,Samsung Galaxy Express 2,Maintenance,2025-11-15,,Waiting on Parts,Florance Cartmill,709.0,627,,True
521,Kyocera,Kyocera E4600,Diagnostic,2025-11-07,,Received,,17042.0,766,,False
522,Celkon,Celkon A10,Troubleshooting,2025-10-06,,Waiting on Parts,Calhoun Taye,13963.0,1082,,True
523,alcatel,alcatel One Touch Scribe HD-LTE,Troubleshooting,2025-06-12,,Repairing,Lorilyn Lofty,15766.0,740,,True
524,Dell,Dell Venue 7 8 GB,Troubleshooting,2026-02-17,,Repairing,Tessa Lumbley,17828.0,2668,,False
525,Nokia,Nokia E62,Troubleshooting,2025-06-24,,Repairing,Abran Scrimshire,2269.0,1271,,False
526,verykool,verykool i650,Troubleshooting,2026-03-19,2026-03-20,Unrepairable,Selene Clace,0.0,628,,False
527,Motorola,Motorola WX306,Troubleshooting,2025-12-13,,Waiting on Parts,Calhoun Taye,9688.0,1003,,True
528,Spice,Spice M-4262,Diagnostic,2025-11-08,2025-11-14,Ready for Pickup,Katha Buttner,7238.0,2680,Cash,True
529,Philips,Philips 659,Software Issue,2026-04-21,2026-04-23,Ready for Pickup,Katha Buttner,0.0,982,PayPal,True
530,Bird,Bird D706,Maintenance,2025-07-03,,Repairing,Dylan Cornwell,,1764,,True
531,verykool,verykool i129,Environmental Damage,2026-03-10,2026-03-12,Completed,Chrissy Rudsdell,6085.0,1740,Credit Card,True
532,QMobile,QMobile Noir LT700 Pro,Diagnostic,2026-01-11,,Diagnosing,Roseanne Piddlesden,13078.0,2204,,True
533,HTC,HTC Desire HD,Troubleshooting,2025-08-31,,Repairing,Selene Clace,16504.0,1987,,False
534,Icemobile,Icemobile Hurricane II,Diagnostic,2025-06-02,,Received,Rollin Wherry,19336.0,1436,,False
535,Allview,Allview Viva H7 LTE,Software Issue,2025-10-04,,Repairing,Chrissy Rudsdell,0.0,1461,,True
536,Motorola,Motorola V1000,Hardware Failure,2026-03-16,,Diagnosing,Selene Clace,2357.0,1816,,True
537,Nokia,Nokia 6600 slide,Troubleshooting,2026-04-23,,Waiting on Parts,Osbourne O'Connolly,1687.0,1635,,False
538,T-Mobile,T-Mobile Vairy Touch,Maintenance,2026-04-22,2026-04-27,Unrepairable,Calhoun Taye,0.0,466,,True
539,Motorola,Motorola MT917,Maintenance,2025-10-29,,Diagnosing,Calhoun Taye,8406.0,2193,,True
540,Bosch,Bosch World 718,Diagnostic,2025-07-05,,Repairing,Juliana Cleminson,4104.0,1045,,False
541,Gigabyte,Gigabyte GSmart T4,Troubleshooting,2026-03-02,2026-03-11,Completed,Tessa Lumbley,11716.0,757,Maya,True
542,Spice,Spice M-6868N FLO ME,Maintenance,2026-02-21,,Received,Florance Cartmill,7821.0,1387,,True
543,Samsung,Samsung ZV30,Troubleshooting,2026-03-19,,Received,,5473.0,1208,,True
544,Xiaomi,Xiaomi Mi 11 Lite,Diagnostic,2025-12-16,2025-12-26,Unrepairable,Selene Clace,0.0,573,,True
545,Samsung,Samsung E1080T,Hardware Failure,2026-01-20,2026-02-02,Completed,Lorilyn Lofty,14745.0,1082,Cash,False
546,Maxon,Maxon MX-7940,Software Issue,2025-12-22,,Waiting on Parts,Osbourne O'Connolly,0.0,2856,,True
547,BenQ-Siemens,BenQ-Siemens SF71,Maintenance,2025-06-08,2025-06-21,Completed,Calhoun Taye,5014.0,2902,GCash,True
548,Samsung,Samsung Galaxy J7 Pro,Environmental Damage,2026-03-24,2026-04-07,Unrepairable,Abran Scrimshire,0.0,687,,False
549,Samsung,Samsung i300,Diagnostic,2025-12-17,,Diagnosing,Lorilyn Lofty,1472.0,912,,False
550,Philips,Philips S616,Software Issue,2025-09-19,2025-10-02,Ready for Pickup,Dylan Cornwell,0.0,878,PayPal,False
551,Gigabyte,Gigabyte GSmart Essence 4,Troubleshooting,2025-10-29,,Received,Dylan Cornwell,2261.0,542,,False
552,verykool,verykool s5530 Maverick II,Environmental Damage,2025-08-08,,Diagnosing,Roseanne Piddlesden,15700.0,2215,,True
553,Micromax,Micromax X560,Environmental Damage,2026-03-08,2026-03-19,Completed,Calhoun Taye,1920.0,2056,,True
554,Sony,Sony Xperia H8541,Software Issue,2025-12-06,2025-12-18,Completed,Calhoun Taye,0.0,2658,Maya,True
555,Lenovo,Lenovo Yoga Tablet 2 10.1,Environmental Damage,2026-03-17,2026-03-25,Unrepairable,Walsh Bartolomeotti,0.0,388,,True
556,Allview,Allview A10 Plus,Hardware Failure,2025-06-02,2025-06-10,Unrepairable,Tedda Bewlie,0.0,615,,True
557,Motorola,Motorola C123,Environmental Damage,2025-09-09,,Received,Randal O'Conor,14826.0,928,,True
558,Lava,Lava A76,Maintenance,2025-07-14,2025-07-15,Completed,Jessi Trinder,11756.0,2767,Cash,False
559,Sony,Sony Xperia C,Maintenance,2026-01-27,2026-02-09,Ready for Pickup,Katha Buttner,924.0,2733,Cash,False
560,Samsung,Samsung SCH-B100,Maintenance,2025-10-04,,Received,,,1754,,False
561,NEC,NEC N343i,Hardware Failure,2025-12-28,2026-01-10,Unrepairable,Chrissy Rudsdell,0.0,313,,False
562,Wiko,Wiko Rainbow,Troubleshooting,2025-10-27,2025-11-10,Completed,Tessa Lumbley,10801.0,1245,Cash,False
563,Asus,Asus Pegasus 2 Plus,Hardware Failure,2025-09-12,,Waiting on Parts,Juliana Cleminson,1281.0,2106,,True
564,HP,HP iPAQ hw6915,Troubleshooting,2025-07-24,,Waiting on Parts,Walsh Bartolomeotti,9456.0,2685,,False
565,Motorola,Motorola Moto G9 (India),Software Issue,2025-08-28,,Received,,0.0,2513,,False
566,Nokia,Nokia Lumia 635,Maintenance,2025-04-30,,Diagnosing,Abran Scrimshire,14322.0,1803,,False
567,alcatel,alcatel Pixi 3 (7) LTE,Environmental Damage,2025-07-08,,Received,,5090.0,1354,,False
568,BLU,BLU Speed,Environmental Damage,2025-05-30,,Received,Walsh Bartolomeotti,533.0,2172,,True
569,Infinix,Infinix Hot 5,Diagnostic,2026-02-13,,Repairing,Lorilyn Lofty,15844.0,2920,,True
570,BLU,BLU Kick,Software Issue,2026-01-05,,Diagnosing,Osbourne O'Connolly,0.0,2231,,True
571,Sony,Sony Xperia XZs,Diagnostic,2025-05-09,,Waiting on Parts,Tedda Bewlie,10202.0,942,,True
572,OnePlus,OnePlus 8 Pro,Software Issue,2025-11-09,2025-11-14,Completed,Randal O'Conor,0.0,2998,Credit Card,False
573,Apple,Apple iPhone XS,Troubleshooting,2025-06-24,2025-07-08,Unrepairable,Roseanne Piddlesden,0.0,541,,False
574,Samsung,Samsung E700,Troubleshooting,2026-04-02,,Diagnosing,Rollin Wherry,2035.0,2948,,True
575,Samsung,Samsung S3500,Troubleshooting,2025-08-12,,Repairing,Tedda Bewlie,4379.0,1573,,False
576,Celkon,Celkon C5050,Diagnostic,2025-06-09,2025-06-23,Ready for Pickup,Florance Cartmill,10755.0,1771,PayPal,True
577,alcatel,alcatel OT-222,Software Issue,2026-04-24,2026-04-27,Completed,Dylan Cornwell,0.0,1307,,True
578,HP,HP iPAQ 514,Hardware Failure,2025-12-26,,Waiting on Parts,Roseanne Piddlesden,16583.0,1322,,False
579,Maxwest,Maxwest Orbit X50,Software Issue,2025-08-01,,Diagnosing,Florance Cartmill,0.0,1661,,True
580,Samsung,Samsung Galaxy Note 10.1 N8000,Software Issue,2025-05-12,2025-05-26,Unrepairable,Katha Buttner,0.0,564,,True
581,vivo,vivo Y91 (Mediatek),Hardware Failure,2025-05-11,,Waiting on Parts,Florance Cartmill,,558,,False
582,Google,Google Pixel 5,Hardware Failure,2026-01-22,2026-01-30,Unrepairable,Juliana Cleminson,0.0,645,,True
583,Sony,Sony Ericsson K500,Diagnostic,2026-02-10,2026-02-17,Ready for Pickup,Jessi Trinder,12363.0,1439,GCash,True
584,LG,LG C1100,Hardware Failure,2025-08-29,,Diagnosing,Opalina Jeannesson,369.0,2113,,True
585,Innostream,Innostream INNO 36,Maintenance,2025-05-07,2025-05-16,Ready for Pickup,Katha Buttner,12883.0,1349,,True
586,QMobile,QMobile Noir X800,Troubleshooting,2026-01-26,,Waiting on Parts,Abran Scrimshire,16927.0,1719,,True
587,Samsung,Samsung Galaxy Tab Pro 8.4 3G/LTE,Environmental Damage,2025-11-02,,Repairing,Opalina Jeannesson,17687.0,1217,,False
588,BLU,BLU Pure XR,Maintenance,2025-09-30,,Waiting on Parts,Lorilyn Lofty,4422.0,545,,True
589,Siemens,Siemens Xelibri 5,Software Issue,2025-11-14,,Repairing,Tessa Lumbley,0.0,2975,,True
590,Huawei,Huawei nova plus,Software Issue,2026-03-19,,Received,,0.0,1276,,False
591,Vodafone,Vodafone 547,Maintenance,2026-03-20,2026-03-23,Ready for Pickup,Tedda Bewlie,8643.0,1305,GCash,False
592,Huawei,Huawei MatePad Pro 10.8 (2019),Environmental Damage,2025-10-22,,Waiting on Parts,Calhoun Taye,7084.0,587,,False
593,Huawei,Huawei Ascend Y330,Troubleshooting,2026-04-24,2026-05-02,Ready for Pickup,Idalia Coomer,,1960,PayPal,False
594,Oppo,Oppo N1,Hardware Failure,2025-07-11,,Repairing,Osbourne O'Connolly,11694.0,2313,,False
595,Asus,Asus Zenfone V V520KL,Maintenance,2025-08-26,,Waiting on Parts,Dylan Cornwell,3961.0,584,,False
596,LG,LG Tribute,Software Issue,2025-10-07,,Received,,0.0,1881,,True
597,Lenovo,Lenovo A850+,Maintenance,2026-01-24,,Diagnosing,Chrissy Rudsdell,10902.0,1809,,False
598,Samsung,Samsung Galaxy A6s,Hardware Failure,2025-06-14,,Received,,7912.0,2356,,True
599,Motorola,Motorola Moto G8 Power,Hardware Failure,2026-01-02,2026-01-08,Completed,Walsh Bartolomeotti,10890.0,1850,,False
600,Palm,Palm Treo 500v,Troubleshooting,2025-09-13,,Repairing,Tessy Blei,16062.0,2309,,True
601,Emporia,Emporia Eco,Troubleshooting,2026-04-12,2026-04-16,Ready for Pickup,Rollin Wherry,9417.0,2857,,False
602,BLU,BLU G50 Mega,Maintenance,2026-01-23,2026-02-01,Ready for Pickup,Juliana Cleminson,1923.0,2079,,False
603,Yezz,Yezz Andy 4.5EL LTE,Diagnostic,2026-04-03,2026-04-10,Ready for Pickup,Calhoun Taye,16724.0,2551,,False
604,Honor,Honor Pad 5 10.1,Maintenance,2025-08-29,2025-09-03,Completed,Jessi Trinder,12680.0,1460,Credit Card,True
605,Xiaomi,Xiaomi Mi A2 (Mi 6X),Maintenance,2025-09-06,,Diagnosing,Lorilyn Lofty,10918.0,1905,,False
606,Wiko,Wiko Selfy 4G,Environmental Damage,2025-12-26,,Repairing,Lorilyn Lofty,8669.0,1824,,True
607,Spice,Spice Stellar 600 (Mi-600),Diagnostic,2026-04-17,,Diagnosing,Juliana Cleminson,3325.0,904,,True
608,Gigabyte,Gigabyte GSmart Alto A2,Software Issue,2025-11-15,2025-11-16,Unrepairable,Walsh Bartolomeotti,0.0,352,,False
609,Gionee,Gionee Pioneer P4S,Hardware Failure,2025-10-11,2025-10-24,Completed,Abran Scrimshire,15082.0,1572,Maya,True
610,Karbonn,Karbonn K52 Groovster,Diagnostic,2025-05-25,,Received,,5269.0,1984,,True
611,HTC,HTC U11,Software Issue,2025-09-05,2025-09-16,Ready for Pickup,Abran Scrimshire,0.0,2777,Cash,False
612,HTC,HTC Desire 12,Software Issue,2025-09-08,2025-09-15,Completed,Calhoun Taye,0.0,2903,GCash,False
613,Apple,Apple iPad 10.2 (2020),Environmental Damage,2025-11-08,2025-11-19,Ready for Pickup,Lorilyn Lofty,8765.0,2495,PayPal,False
614,Samsung,Samsung F400,Maintenance,2026-03-24,,Waiting on Parts,Tessy Blei,13971.0,581,,True
615,VK,VK Mobile VK530,Diagnostic,2026-04-14,,Diagnosing,Opalina Jeannesson,9359.0,1971,,True
616,Lenovo,Lenovo IdeaPad A1,Software Issue,2025-06-15,2025-06-26,Unrepairable,Osbourne O'Connolly,0.0,685,,False
617,Nokia,Nokia 6350,Maintenance,2025-11-30,,Diagnosing,Lorilyn Lofty,5501.0,2705,,True
618,Meizu,Meizu M1,Environmental Damage,2025-12-18,2025-12-29,Ready for Pickup,Tedda Bewlie,888.0,1814,,True
619,BQ,BQ Aquaris X2 Pro,Software Issue,2026-01-13,,Diagnosing,Dylan Cornwell,0.0,2050,,False
620,Realme,Realme 6S,Software Issue,2025-10-14,,Diagnosing,Abran Scrimshire,0.0,1972,,False
621,Honor,Honor X10 5G,Software Issue,2025-11-28,,Diagnosing,Jessi Trinder,0.0,2941,,True
622,BLU,BLU Studio J5,Troubleshooting,2026-04-13,2026-04-19,Completed,Jessi Trinder,,2582,,True
623,LG,LG Optimus Vu II F200,Environmental Damage,2026-02-11,,Repairing,Dylan Cornwell,19842.0,506,,False
624,alcatel,alcatel OT-E201,Hardware Failure,2026-03-15,2026-03-29,Unrepairable,Osbourne O'Connolly,0.0,639,,True
625,Samsung,Samsung R260 Chrono,Software Issue,2025-07-09,,Waiting on Parts,Jessi Trinder,0.0,974,,True
626,Spice,Spice Mi-506 Stellar Mettle Icon,Environmental Damage,2025-07-20,2025-07-28,Ready for Pickup,Jessi Trinder,12531.0,2020,GCash,True
627,Lava,Lava X50 Plus,Troubleshooting,2025-10-12,2025-10-24,Completed,Rollin Wherry,5227.0,967,Credit Card,False
628,HTC,HTC Flyer,Hardware Failure,2025-07-26,,Received,,14372.0,2163,,True
629,Sony,Sony Xperia SP,Diagnostic,2025-05-05,,Repairing,Chrissy Rudsdell,19727.0,1084,,True
630,Xiaomi,Xiaomi Redmi K20 Pro,Hardware Failure,2025-11-01,2025-11-03,Ready for Pickup,Abran Scrimshire,19702.0,1255,,False
631,LG,LG G Pad 8.3 LTE,Environmental Damage,2025-08-31,,Received,,15113.0,1648,,False
632,Sony,Sony Xperia ion HSPA,Diagnostic,2025-10-31,,Waiting on Parts,Opalina Jeannesson,18593.0,2922,,False
633,Xiaomi,Xiaomi Poco X2,Diagnostic,2025-08-02,,Diagnosing,Idalia Coomer,4550.0,2865,,False
634,Samsung,Samsung E1050,Hardware Failure,2025-05-13,,Waiting on Parts,Lorilyn Lofty,10331.0,2132,,True
635,Samsung,Samsung Galaxy M01,Diagnostic,2026-01-30,2026-02-02,Unrepairable,Chrissy Rudsdell,0.0,391,,False
636,Samsung,Samsung Gear S3 classic LTE,Software Issue,2026-01-26,2026-01-27,Ready for Pickup,Calhoun Taye,0.0,2507,GCash,True
637,LG,LG KS10,Maintenance,2025-08-04,,Diagnosing,Calhoun Taye,3723.0,2207,,False
638,XOLO,XOLO Q900T,Maintenance,2025-05-01,2025-05-08,Ready for Pickup,Katha Buttner,16656.0,2940,Credit Card,True
639,verykool,verykool i133,Diagnostic,2025-08-14,2025-08-22,Ready for Pickup,Lorilyn Lofty,14475.0,2200,,False
640,Motorola,Motorola PEBL U3,Software Issue,2025-12-06,2025-12-11,Unrepairable,Abran Scrimshire,0.0,666,,False
641,Motorola,Motorola DROID 2 Global,Hardware Failure,2025-09-03,,Received,,,1875,,False
642,Huawei,Huawei U8230,Diagnostic,2025-06-07,,Diagnosing,Tessy Blei,6298.0,1497,,True
643,Nokia,Nokia C6,Hardware Failure,2025-05-06,,Diagnosing,Florance Cartmill,18813.0,2566,,True
644,Motorola,Motorola Moto G 5G,Software Issue,2025-11-11,,Waiting on Parts,Selene Clace,0.0,1440,,True
645,Spice,Spice Stellar 526 (Mi-526),Diagnostic,2026-02-17,2026-02-21,Unrepairable,Tessy Blei,0.0,743,,True
646,Allview,Allview X4 Soul Infinity S,Troubleshooting,2026-01-19,2026-01-22,Completed,Osbourne O'Connolly,10932.0,2339,Cash,False
647,Micromax,Micromax Canvas Pulse 4G E451,Diagnostic,2025-05-10,,Repairing,Juliana Cleminson,938.0,1623,,True
648,Motorola,Motorola C116,Troubleshooting,2025-05-02,2025-05-03,Completed,Roseanne Piddlesden,1508.0,753,PayPal,False
649,Amoi,Amoi V810,Maintenance,2025-09-11,2025-09-19,Completed,Lorilyn Lofty,3555.0,2950,GCash,True
650,Yezz,Yezz Andy 3G 3.5 YZ1110,Environmental Damage,2025-09-15,2025-09-17,Completed,Roseanne Piddlesden,9304.0,2406,Debit Card,True
651,Motorola,Motorola Moto G,Maintenance,2026-01-14,2026-01-20,Unrepairable,Jessi Trinder,0.0,754,,False
652,Sony,Sony Ericsson T310,Diagnostic,2025-12-18,,Diagnosing,Abran Scrimshire,14100.0,1423,,False
653,Apple,Apple Watch Edition 42mm (1st gen),Maintenance,2026-02-04,,Received,Tedda Bewlie,4577.0,2864,,False
654,ZTE,ZTE Grand X4,Troubleshooting,2025-07-19,,Repairing,Walsh Bartolomeotti,,2018,,False
655,verykool,verykool s353,Hardware Failure,2026-03-18,2026-03-24,Unrepairable,Walsh Bartolomeotti,0.0,727,,False
656,Motorola,Motorola PRO,Software Issue,2026-01-08,2026-01-21,Unrepairable,Jessi Trinder,0.0,563,,True
657,Allview,Allview AX4 Nano,Hardware Failure,2026-02-01,2026-02-07,Ready for Pickup,Idalia Coomer,,824,Credit Card,True
658,Honor,Honor 6X,Diagnostic,2025-09-07,,Received,Tessy Blei,,1570,,False
659,VK,VK Mobile VK800,Hardware Failure,2025-06-25,,Waiting on Parts,Randal O'Conor,16397.0,769,,True
660,VK,VK Mobile VK300,Hardware Failure,2025-11-19,2025-11-30,Ready for Pickup,Chrissy Rudsdell,470.0,1422,Credit Card,True
661,Motorola,Motorola Moto G 4G,Hardware Failure,2026-04-07,,Waiting on Parts,Selene Clace,3396.0,709,,True
662,Unnecto,Unnecto Air 5.0,Environmental Damage,2026-03-04,,Received,,18756.0,1055,,True
663,LG,LG G1610,Hardware Failure,2026-01-09,,Diagnosing,Tessy Blei,16693.0,2092,,False
664,Dell,Dell Streak 7,Environmental Damage,2025-06-27,2025-07-01,Unrepairable,Dylan Cornwell,0.0,730,,True
665,Samsung,Samsung Galaxy Tab E 9.6,Troubleshooting,2025-06-14,,Waiting on Parts,Juliana Cleminson,16035.0,2068,,True
666,Samsung,Samsung Galaxy Tab A 10.1 (2019),Environmental Damage,2025-07-09,,Received,Tessy Blei,1591.0,1294,,True
667,Nokia,Nokia 3250,Maintenance,2026-01-17,,Waiting on Parts,Juliana Cleminson,499.0,969,,False
668,Vodafone,Vodafone 543,Diagnostic,2026-01-07,,Waiting on Parts,Walsh Bartolomeotti,3986.0,836,,False
669,BLU,BLU Neo XT,Environmental Damage,2025-09-27,,Diagnosing,Chrissy Rudsdell,12156.0,2854,,False
670,VK,VK Mobile VK2100,Diagnostic,2025-07-20,,Received,Tessy Blei,,1997,,False
671,Archos,Archos 55 Graphite,Software Issue,2025-05-01,2025-05-13,Completed,Tessa Lumbley,0.0,2048,Cash,False
672,Plum,Plum Optimax 8.0,Software Issue,2025-07-22,,Received,Dylan Cornwell,0.0,1046,,True
673,Nokia,Nokia 8250,Software Issue,2026-02-10,,Received,,0.0,1636,,False
674,Nokia,Nokia X2-01,Environmental Damage,2025-06-29,,Waiting on Parts,Walsh Bartolomeotti,4318.0,2563,,True
675,Samsung,Samsung Galaxy Grand I9082,Environmental Damage,2025-10-09,,Received,,3578.0,1206,,True
676,Samsung,Samsung M8920,Environmental Damage,2026-04-06,,Waiting on Parts,Chrissy Rudsdell,351.0,1352,,False
677,BLU,BLU J6,Hardware Failure,2025-07-17,,Waiting on Parts,Abran Scrimshire,188.0,1153,,False
678,LG,LG U8200,Troubleshooting,2025-12-07,2025-12-15,Completed,Jessi Trinder,6939.0,1098,Credit Card,True
